Accession,A_1,A_2,A_3,B_1,B_2,B_3
UN074677,1218.5,1375.6,1022.6,1480.4,1838.5,1166.8
UN106345,1223.8,590.1,2387.6,581.7,475.6,2423.7
UN088902,1229.6,1355.7,938.2,1329.5,1450.5,901.6
UN092948,1232.3,956.7,1326.6,794.9,788.3,1418.4
UN057201,1232.5,2184.9,1371.2,1055.6,1759.3,590.9
UN055432,1234.9,1063,1697.5,976.7,795.2,1493.9
UN082437,1235.4,1458.9,1323.9,1677.4,1942.8,1495.4
UN099062,1235.6,1124.1,1133.1,702.7,875,1131.2
UN077863,1236.2,924.6,1391.7,1445.2,1228.9,2256.4
UN056806,1236.7,1781.5,2225.4,1520.5,1466.4,1429
UN056955,1241.7,1142.2,900.8,1199.6,1136.1,941.3
UN106756,1242.4,1293.6,997.8,1028.6,1539.7,1042.7
UN061568,1242.6,1209.5,1190.2,1242.6,1548.5,973.3
UN106173,1243.7,897.4,687,942.7,845.4,767.6
UN082068,1254.4,939.5,849.7,1411.2,1454.8,1105.9
UN101401,1258.4,1348.2,1444.7,1210.5,1077.2,1604.3
UN092558,1258.6,873.8,1057.5,964.2,599.6,1033.9
UN083956,1259,1527.1,1190.6,1287.5,1682.3,1026.9
UN110035,1259.4,883.4,1646.4,1441.1,669.6,2258.9
UN081412,1261.2,765,1251.4,693.2,460.8,374.1
UN077485,1266.5,1130.3,1295.4,1165.1,1102.8,868.3
UN093001,1270.4,929.9,1046.9,1308.7,756.7,1219
UN069209,1273.3,925.5,1000,1214.5,938.5,1244.6
UN028872,1274.1,1341.3,1516,1286.4,1216.6,1160.2
UN082254,1275.4,1289.9,1080.1,1267.7,1628.9,1085.4
UN072821,1275.5,1100.4,1625.9,1114.6,1172.8,1371.2
UN090564,1276.6,1513.4,1229.2,1471.2,891,1794.4
UN076258,1277.4,1191.7,961.8,1160,1520.7,1075
UN060778,1277.9,2593.5,1322.9,623.8,1230.5,142
UN073239,1281.1,966.3,1695.3,1166.7,703.7,1659.2
UN064654,1282,1050.5,258,1660.4,1586.8,364.2
UN067326,1283.8,944.5,1090.8,979.8,1217.8,1019.8
UN091138,1284.4,876.3,1228.6,730.2,698.6,1355.2
UN076771,1284.9,1157.7,960.2,1585.1,1483,1483.7
UN075178,1291,1105.1,1185.1,1363.8,1029.7,1046.2
UN067933,1291.5,1250.3,1361.5,1527.4,1662.9,1215.9
UN052573,1295.4,1125,1674.9,1161.7,829.8,1051.3
UN108060,1297.8,1073.3,1609.8,1194,678,2071.8
UN092404,1305.9,1220.4,1805.2,1091.7,827.8,1213.2
UN057501,1309.2,1108.8,1060,2723.4,2317.5,2476.9
UN092716,1313.4,938,1031.3,1036.6,1005.6,934.3
UN096124,1315.3,951.4,966.8,1682.9,1047.7,2521
UN061980,1315.5,1137.8,755.8,765.4,1452.1,1003.1
UN080530,1316,1767.8,1827.7,2392,2263.9,1824.8
UN103590,1316.7,813.3,1155.7,1133.8,1066.6,1231.2
UN067868,1317.3,1009,1476.3,1341.8,808.5,1659.8
UN052510,1318,1694.8,1574.7,1308.7,1930.6,1055.4
UN100140,1318.4,1715.1,1227.2,1385.9,1207.4,727.5
UN079674,1319.7,1405.6,1473.5,1211.9,1175,1518.4
UN079294,1322.4,1676.1,1518.8,1481.8,1582.1,1249.2
UN071082,1324.5,1378.4,1235.2,1039.1,1148.4,582.2
UN075972,1332.2,1193.3,837.2,1121.1,1595.1,1212.6
UN061113,1333.7,782.4,1920,1086.8,482.3,1744.7
UN111599,1336.4,1252.2,1136,1306.4,1296.2,1200.1
UN075774,1339.6,1006.6,1064.3,1285.2,1078.6,1149.6
UN094879,1340.3,1250,1595.5,1268.7,1078.4,1677.6
UN110444,1340.5,1168.3,1410.8,1370.6,1098.3,1640.8
UN085498,1340.5,1200.8,1456.2,1686.8,1102.6,1272.2
UN106413,1341,1599.4,2616,1624.2,1059.8,1783.9
UN074594,1344.2,1790.5,1765.1,1276.3,2266.6,1564.1
UN090717,1344.7,1483.2,1548,1196.3,1910.3,1029.7
UN086803,1345.6,515.3,484.5,952.1,401.7,1850.9
UN083447,1348,1419,926.3,2575,2575.8,2003.4
UN076586,1348.4,1217.6,1036.2,1163.1,1652.2,1065.5
UN074683,1349.1,1040.2,1681.7,1439.9,721.3,1263.3
UN114960,1351,1015,1114.6,1106.5,1264.2,1480.1
UN055889,1351.9,1623.5,1553.8,1627.7,1917.5,1320.2
UN064423,1352.3,1319.8,1153,1448.2,2064.8,1190.7
UN079112,1352.6,1364.1,1162.5,1313.1,1391.5,1292
UN047667,1353,1235,1583.7,1515.2,1400.9,1565
UN075775,1355,1233.8,1208.7,1192.1,1709.3,1483.9
UN092195,1356.3,693.6,1324.1,1190.7,608.8,1628.1
UN102855,1357.8,982.9,1697.1,1087.1,703.3,1721.1
UN110657,1363.8,1260.6,1135.4,1375.8,1310.1,1594.6
UN060960,1364.6,1045.2,909.9,1377.7,1183.8,1130.2
UN072777,1371.6,1698.9,1333.2,1179.8,913.9,998.8
UN109743,1372.9,1000.3,1010.9,1490.7,1250.9,2013.7
UN054178,1377.1,1556.4,1803.7,2078,1688.5,1422.9
UN108062,1377.3,1258.4,1438.1,1265.7,1191.6,1298.3
UN091376,1381.7,561.1,1952.6,719.4,499.7,3029.7
UN060437,1384.8,1612.2,2037.2,1294.5,1535.2,1049.9
UN085513,1386.3,949.8,1105.4,1240.4,1228.2,1124
UN089639,1391.6,1244.1,1274,1784.1,1853,1851.5
UN104463,1392.2,991.9,1147.9,1126.9,705.2,1635.2
UN074525,1393.3,1056.4,725.2,1216.1,1683.8,1088.3
UN080042,1393.8,1055.5,1242.2,1758.3,1155.8,1444.8
UN022937,1394.4,1072.9,954.8,1683.3,1170.7,2280.7
UN088140,1397.1,1616,1599.4,1457.5,2001.6,1688.2
UN074650,1401,1988.5,1487.2,1580.9,2063.2,1327.3
UN066068,1402.3,1319.8,1362.1,1711.9,1706.5,1562.6
UN090896,1402.7,1088.8,1256.2,2272.3,1723.7,2310.9
UN082411,1405.6,2328.6,2922.9,2070.7,2010.2,2353.5
UN071989,1408.7,1122.8,1487,1698.8,1194.9,2329.7
UN079239,1411.1,1925.2,1692.4,1930,2637.4,1535.9
UN054461,1412.8,1475.7,1871.5,1709.8,1833.3,1061.5
UN098043,1412.8,770.9,831.4,1633.9,994.7,875.5
UN087133,1413.3,1602.6,1239.1,1470.1,1632.2,1153
UN063448,1413.5,2057.1,1185.3,1583.5,1554.2,937.7
UN064571,1416.1,1303.6,1061.2,1322.3,1648.6,1146.2
UN072975,1416.3,1573,2260.7,1685,1592.7,1297.7
UN077326,1422.2,1338.2,1205.8,1299.7,1537,1240.5
UN075847,1423.4,1259.7,1208.1,1199.7,1349.2,1449.4
UN093897,1423.4,1062,1150.8,942.1,1050.4,857.7
UN109638,1426.2,992.2,1011.5,1177.9,1033.8,1117.5
UN106062,1427.3,1750,1685,1510.8,1262.4,2168
UN059377,1430.8,1424.9,1402.2,1745.2,1255.2,1257.6
UN080162,1431.2,1631.2,1415.1,1795,2147.1,1486.5
UN089211,1432.3,1093.2,1555.4,1304.5,1242.1,1704.8
UN112244,1432.5,1212.6,1289,1319.6,1226,1714.4
UN085306,1438.3,1307.7,448.4,1093.1,1266.7,448.1
UN086563,1438.3,1506.6,983.6,1392.5,1642.2,1228.7
UN069283,1438.5,1150.9,1119.2,1262.7,1648.6,1302.2
UN058396,1442,1843.5,2336.5,1820.2,2264.7,1567.2
UN114251,1443.7,1988.2,1209.1,1318.7,1622.4,1245.1
UN076056,1443.9,954.2,1081.4,1056.1,1282.7,1157.7
UN093974,1446.1,1389.7,1508.8,1456.6,1270.8,1607.2
UN105621,1446.4,1135,1257,1266.6,1327.5,1401.3
UN092252,1446.8,1199.8,1399.3,1034.4,1219.4,1682.2
UN071535,1447.2,1976.6,1475.5,1934.2,1979.9,1761.8
UN080072,1453.2,3381.3,1493.6,1381.7,1865.5,721.4
UN078965,1453.6,913.7,1101.1,1071.1,1183,1814
UN110477,1458,1650.3,1355.8,1592.7,1882.1,2317.5
UN100987,1463,1197.6,1204,1229.2,1373.9,2404
UN078087,1466.9,3161.2,2427.7,1295.9,1973.1,1285.9
UN072833,1467.2,1764.7,1621.9,1724.7,1927.3,1479.8
UN101134,1470.5,1467.3,1551.9,1763.3,1771.8,1346.5
UN093304,1473.3,741,758.7,1198.9,835.7,1280.1
UN084723,1474.9,1709.5,1455.2,1269.1,1949.8,1622.3
UN088475,1479.4,2649.3,2484.4,1256.5,2572.7,1510.1
UN084649,1480.3,1482.2,2159,1634.2,1316.4,1678.7
UN080426,1480.8,1338.5,2046.3,1935.5,2619.6,3222.9
UN078526,1482.3,1249.7,1422.3,1489.3,867.3,1387.9
UN104843,1484.5,214.8,695.4,1821.2,258.5,922.5
UN110893,1484.9,1442,1599.6,1738.4,1893.1,2247.6
UN063297,1485.8,4229.1,2319.9,239.1,325.6,125.9
UN066631,1486.9,1877.8,1379,2146.8,2376.9,1292.2
UN062740,1487.1,1340.7,1140.3,1489.2,1716.5,1050.6
UN094163,1490,971,1457.8,1139.7,1050.4,984.6
UN055913,1496.1,2288.4,1834.7,1325.3,1667,1316.2
UN103685,1498.9,1040.5,1047.3,1975.6,986.1,1211.9
UN059574,1500.7,1049.9,1736.8,1914.4,1898.8,2201.1
UN085541,1501.1,1388.1,1098.6,2010.4,2488.6,2032.5
UN112730,1501.3,1079.5,2000.3,1454.1,1215.3,1917.7
UN070071,1502,1224.4,1726.1,1492.1,957.1,1660.1
UN082570,1504,1178.9,3139.8,1659.5,2359.5,11404
UN040057,1504,333.5,354.1,606,288.5,304.6
UN070490,1506.8,1267.5,1651.7,1742.9,1687.7,1469.4
UN063999,1507.3,1758.1,1994.1,1790.5,2236.5,1065.9
UN065032,1509,1371.6,996.3,3711.8,2242,2420.9
UN082818,1509.7,1021.5,1384.1,924.9,998,914.8
UN074758,1517.6,1399,1376.1,1437.9,1575.1,992.8
UN071548,1520.8,1535.9,2712.1,1260.2,1417.5,1567.3
UN047658,1527.4,1405.9,2236.5,1733.1,1621.1,2112.9
UN064076,1528.5,4355.1,2866.8,1218.9,2090.6,957.4
UN082895,1532,493.8,1306.5,490.3,539.8,1166.2
UN064869,1533.4,1244.1,1543.3,1497.1,1323.4,1614.8
UN068773,1538.4,1623.8,1314.1,1619.4,1554.6,1243.5
UN104841,1539.7,1197.6,1124.5,1186.9,1402.6,1182.4
UN105973,1541.9,1528.7,1332.6,1544.7,1177.7,1323.4
UN112086,1544.3,1101,1610.2,1601.9,1088.7,2072.2
UN058104,1547.8,1572.6,1905.4,1297.8,1373.5,1151.7
UN053845,1556.4,1400.6,2041.4,1769.9,1562.6,1420.9
UN081665,1557,2141.2,1849.1,1749,2427.2,1498.5
UN059857,1560.5,1478.2,1822.6,1532.1,1578.6,987.5
UN080232,1561.4,1015,1212.8,1483.4,1098.5,963.3
UN083980,1562.7,1462,1801.3,1422.1,1491,1108.9
UN076379,1563.2,4169.6,3094.2,254.2,388.6,143.9
UN066661,1564.5,716.7,522.5,347.1,791.1,311.3
UN085034,1565.1,1680.2,1602.2,1493.5,1725.9,1737.4
UN057155,1566.2,1483.5,2669.6,2066.5,1128,1869.1
UN082180,1568.6,1066.1,2177.7,1228.6,664.1,1817.6
UN075964,1569.7,1974.8,2678.3,1887.8,1891.1,1504.4
UN090892,1570.4,1654.6,1565.7,1501.8,1745.4,1931
UN103484,1572.4,1112.2,1086.7,1429.4,1802.7,1433.4
UN075526,1574.5,2448.6,2193.3,1737.3,2947.6,1917.1
UN071278,1576.7,1758.7,1608.6,1504.5,2015.5,1614.3
UN052341,1576.7,4223.5,2808.9,1922.2,2709.4,1116.6
UN080854,1580.5,1068.9,1640.8,1099,908.8,2128.5
UN083143,1581.1,1314.8,1810.1,1626.6,928.9,2031.3
UN082860,1587.2,1362.2,1125.9,2257.2,1403,1658.3
UN101554,1588.4,1613.8,1603.5,1351.6,1801.4,1592.5
UN078955,1590.1,1646.8,1495.2,1671,2176.3,1468.4
UN071057,1590.3,1328.6,2073.6,1557.6,983.9,1580.5
UN077602,1591.2,1369.7,1627.3,1462,1348.2,1701.3
UN065870,1594.3,1599.8,1713.1,2174.6,1364.5,818.9
UN081644,1594.5,3230.4,3605.4,2089.7,2961.1,1532
UN082460,1597.1,2248.5,2081,1665.7,1824.5,1527.5
UN097595,1598.4,2032.7,1155.9,1671.6,1422.6,1336.3
UN093909,1601.9,1161.5,1795.3,1485.3,1046.3,2471.3
UN108997,1604.3,1468.5,1714,1865.2,1075,1808.9
UN064684,1609.4,1327.3,1929.4,1538.9,938.9,1552.8
UN055437,1617.7,2446.1,1816.5,2436.3,3305.7,1733.1
UN106021,1618.4,1029,1762.2,1126.7,954.6,2380.7
UN031056,1621.6,189.2,312.4,1261.5,140,187
UN089459,1621.9,1258.7,1378.2,974.4,1503.7,1050.6
UN092606,1622.5,1615,1885.1,2201.4,1326.1,1917.9
UN084319,1622.7,1462,1375.3,1516.8,2037.2,1712.8
UN035131,1622.8,2229.4,2026.8,1270.8,2420.9,2328.6
UN100558,1623.2,1190.5,1502.2,1671.5,947.9,2181.5
UN063350,1626.2,1172.4,1123.9,1662,1060,1112.6
UN102038,1627.3,1898.1,1976.2,2376.5,2530.3,2830
UN065763,1640.3,1998.8,2495.5,1610.5,1674.8,1648.1
UN067021,1648.4,1050.5,1745.2,1144.4,673.9,2076.9
UN054632,1655.4,1361.9,2017.7,1493.4,1814.1,1573.9
UN099268,1657.8,983.5,44.4,116.7,819.2,88.5
UN076974,1661.8,1057.7,773.9,1751.8,1217.8,959.9
UN073036,1665.9,1898.4,2081.8,1775.6,2587.4,2037
UN084594,1667.7,919.9,1835.3,1282.4,908.2,4143.9
UN086722,1669,1392.2,997.2,3514.8,2596.7,6734.6
UN060121,1669.6,7044.9,2508.8,1125,2774.5,478
UN084983,1669.6,1985.4,2219.2,1812.9,2395.7,1893.6
UN073128,1672.1,1733.8,1717,1521.9,2203.5,1364.4
UN064538,1672.5,1987.5,1855.5,1885.4,2546.9,2261
UN070346,1673.4,1211.4,1544.7,1886.4,1547.5,1441.2
UN083965,1673.8,2312.4,1357.4,1639.8,2650.7,1487.8
UN100619,1675.1,962.6,1057.1,1858.1,1353.7,2205.9
UN072521,1682.3,1689.5,1234.8,2196.6,2636.1,2329
UN083834,1686.7,1182.4,934.1,1908.8,1378.9,1294.4
UN074692,1692.8,1530.2,1206.9,1803.7,2017.1,1634
UN065982,1693.1,2462.6,2161.3,1934.9,3157.4,1883.4
UN046790,1694.4,1442.7,1495.4,1407,2056.4,1667.8
UN089135,1697.5,1172.1,1422.1,1446.4,889.2,1439.4
UN079622,1706.2,2030.2,1748.1,1938.9,2116.2,1631.4
UN061241,1708.2,5835.8,2118.2,1117.2,2627.1,914
UN079946,1709.1,1459.5,1580.3,1759.7,2426.6,2218.7
UN100174,1710.2,912.7,1155.5,1021.8,833.9,960.2
UN087114,1712.1,1792.7,1723.4,1822.6,2033.5,1512
UN107519,1713.5,1164.3,1608,1395.3,913.7,1748.1
UN101955,1716.3,1388.4,1856.5,1551.1,1362.1,1540.6
UN069347,1717.2,1518.4,3905,1676,1758.7,2668.4
UN081497,1717.4,1465.1,1715.2,1789.1,1482.2,1714.9
UN081524,1717.6,1735.4,2059.2,1790.9,1997.7,1902.1
UN077201,1718.3,3423.6,2015.3,394.7,1362.7,71.6
UN082305,1719.2,2247.8,1161.5,2289.7,2702.6,1375
UN069844,1722.9,1602.6,1729.6,1635.9,1587.2,1977.1
UN072116,1730.6,1968.5,1878.7,1894,2400.4,1479.5
UN075483,1733.2,1293.3,2051.6,1166.2,1315.6,3026.2
UN062443,1736.5,2234.1,1928.8,1989.9,2643.9,1023.9
UN083877,1745.9,1199.5,1816.5,1038.2,894.5,3257.1
UN043777,1748.5,692,952.6,1713.9,435.9,657.7
UN099916,1754.4,1797.4,1863.1,1682.7,1202.2,1486.5
UN086064,1755.5,2009.1,2272.6,1967.9,2047.2,1520.3
UN083029,1761.4,2849.8,2431.4,1835.1,3120.3,2440.5
UN089000,1766.5,2655.3,2077.3,2078.2,3389.2,2015
UN096003,1770,1645.9,2578.4,2066,1768.3,1943.2
UN059459,1772.4,1664.9,1292.7,1962.5,2556.7,1309.4
UN050948,1778.7,1656.8,1712.3,2458.6,2337.6,1731.4
UN074732,1778.8,1540.8,1197.6,1674.6,1756.8,1263.9
UN102577,1784.5,2112.5,2447.2,1733.1,1504.5,2241.2
UN097808,1785.3,1909.6,1321.1,2075.1,2026.9,2155
UN091371,1787.1,1837.6,1386,2007.1,2846.9,2675.9
UN085082,1788.8,2111.9,1844.2,1504.8,2329.8,1576.2
UN076084,1792.6,1908.4,1407.1,2214.6,2300.9,1319.2
UN068392,1794.7,1731.3,2134.2,1888.9,2128.4,1453.5
UN076288,1798.9,1630,1997.6,1675.2,1879.6,1760.1
UN068806,1802.2,1234.4,1374.7,1184.6,1080.5,2696.3
UN109632,1804.6,1576.4,1904.2,1747.4,1387.4,2379.1
UN082289,1813.4,1538.4,1721.2,2283.1,2047.8,1753.1
UN075856,1813.6,2687.7,2636,2317,2664.8,1735.6
UN071807,1814,2174,1830.8,2681.1,3356.7,2725.7
UN105241,1814.2,1943.6,2425.4,1442.1,1640,2288.8
UN068846,1816.9,3498.8,1657.5,930.9,2315.9,302.1
UN110753,1818.9,1373.8,1144.4,1833.7,1058,1775.6
UN089391,1825.6,3540.2,1548.8,1494.6,2627.1,844.7
UN089511,1834.6,1874.7,2557.1,2204.8,1954.3,2553
UN086749,1849.8,1918.7,1462.8,1722.5,2456.9,1591.5
UN100865,1857.6,2388.4,2833.1,2750.2,2264.9,5350.9
UN093599,1859.2,1916.5,1768.6,1611.6,1926.5,1576.7
UN088918,1864.9,2430.8,2343.7,2504.2,3573.2,2476.6
UN082043,1865.5,1500,2665.9,1434.4,1265.1,3098.6
UN106238,1866,1581.1,2194.6,1779.1,1299.2,1893.4
UN064626,1866,1934.2,1684.6,1885,2331.8,1315.5
UN086598,1870.1,1624.1,1415.7,1587.6,1975.6,1134.9
UN109893,1877.3,1383.4,2256.8,2060.7,990,2638.6
UN079898,1878.7,3010.9,4218.1,2164.4,2766.3,2459.5
UN082802,1881.7,1417.7,1282.9,2039.5,1831.1,1579.9
UN083858,1888.1,2029.6,2469.6,1877.3,1582.5,2271.2
UN064708,1901.2,1364.4,4167.3,1784.8,748.4,2809.8
UN065522,1902.1,2006.9,1895.7,2663.8,2848.4,1840.7
UN083011,1903.4,2401.2,1451.9,2145.9,2086.1,1314.6
UN104241,1904.1,1556.7,1700.8,1421,1606.4,2109.6
UN103883,1905.4,1878.4,2723.4,1605.5,2731.5,3607.9
UN068474,1909.4,2000.3,2143.2,2121.5,2314.5,1945.2
UN089630,1912.6,2249.4,2155.5,2584.2,3354.4,2408.8
UN110568,1913.5,1391.5,1707.6,1664.3,1355.3,2267.6
UN081087,1918.8,2186.7,1914,2051.4,2255.7,1327.4
UN081997,1926.2,1405.6,889.1,2555.6,3347.9,3180.9
UN114659,1926.7,2039.9,2502.4,1937.2,1641.4,2870.9
UN090066,1931,3345.1,2918.4,1580.9,1663.3,1517
UN091746,1937.4,1834.5,1701.2,1711.6,1478.1,1642.1
UN068472,1946.6,1549.9,1706.6,2478.8,2381.4,2344.7
UN083568,1948.6,4173.7,1423.1,2056.4,3254.1,1169.7
UN106734,1953.6,2419.9,2614,2285.6,3173.3,4159.9
UN075796,1961.3,2847.6,2982.4,3027.3,3189.7,2889
UN060942,1964.6,2419,2425.6,2030,2705.1,1488.5
UN099222,1971.4,2392.5,1292.5,1719.5,2200.5,6786.9
UN095720,1971.4,1677.4,2322.9,2363.3,853.5,2172.4
UN070741,1980.5,2539,2505.9,2450,2735.8,1937.2
UN080904,1988.2,1218.2,1423.1,2493.5,1931.4,2286.1
UN081373,1988.4,2120,2398.5,1811.7,1618.9,2194.9
UN085111,1991.5,1674.9,1566.7,1819.9,1432.7,2157.1
UN070499,1993,1557.7,2130.1,1814.2,1322.6,1540.3
UN109675,1993.7,1270.6,1412.9,1621.1,1613.4,1699.3
UN101691,1996.6,1423.9,3516.2,1632.5,862.1,3284.8
UN093706,2000.5,1727.9,2516.8,1634.2,2081.2,2079.5
UN098926,2004.4,2117.2,1658.3,1610.8,2358.5,1255.8
UN085935,2006.9,2094.8,1837.6,1930,2572.9,2103.6
UN091715,2008.4,1630.6,2166.6,2225.3,1170.3,2150
UN082134,2009.5,1727.6,1290,1971.8,1547.3,1080.6
UN062869,2009.9,3783.7,3128.7,863.3,619.8,338.8
UN066829,2013.8,2197.6,2860,1655.9,1919.1,1393.4
UN092431,2014.1,1717.6,1742.5,1750.2,1524.1,1817.3
UN069091,2016.1,1740.7,1791.8,3116.5,2681.4,2234.2
UN100072,2017.8,2663.7,1967.8,2080.5,3337,1907.8
UN074827,2026.6,1323.6,3323.6,1896.7,907.8,2981.7
UN047193,2028.5,1888.1,1617.6,2025.5,2049.9,1904.1
UN082875,2031.8,2726,2624.4,2263.6,3159.6,1884.6
UN098025,2033.8,1824.5,1289.6,2473.7,1957.4,3704.4
UN100844,2034.2,4222.9,2547,1794.7,2493.7,1537.8
UN040715,2035.1,1860.4,1456.6,2718.8,2484.3,1970.8
UN061312,2035.3,2356.9,2664.1,2363.4,2522,1828.9
UN065840,2037.7,1803,3546.2,1872,956.5,2359.4
UN093311,2038,2786.2,2741.5,1794,3837.8,3407.6
UN082061,2041.7,2300.2,2113.9,2075.1,2580.7,3218.8
UN087231,2042.3,1665.8,1442.2,1803.1,2440.1,1327.2
UN087793,2042.8,2897.5,2952.2,2135,2032.3,1485.2
UN076047,2050,3705.8,2507.8,2403.8,3877.7,1742.5
UN081888,2055.5,2463.9,2734.7,2392.1,2648.6,2403.1
UN064261,2057,1765.6,2000.9,2191.3,2307.9,2016.6
UN082852,2063.6,2160.9,2691,2085.7,2809.7,2307.9
UN069964,2067.8,2702.3,1814.4,1833.5,2335.9,1385.7
UN097708,2069.5,2822.3,3152.3,2416.4,2174.1,3698.4
UN069778,2071.7,2111.9,2841.5,1964.8,2309.9,2326.4
UN081560,2084.4,1909,1925.3,1994.4,1881.9,2005.5
UN105222,2089.4,1666.2,1431.8,1612.8,1951.8,1862.4
UN045354,2097.3,2236.9,2064.6,1787,2683.2,2188
UN069934,2103.9,1625.9,1317.6,2159.6,1814.7,1386.2
UN064148,2124.1,1895.9,2077.1,1732.4,2219.3,1767.7
UN073215,2124.5,2975.7,3042.2,2174.1,2810.3,1800.8
UN078006,2127.3,2018.4,1859.2,2286.2,2378.3,2302
UN070678,2131.8,2246,1813,3152.4,3353.6,2618.6
UN076537,2137,2281.2,1597.1,2339.3,1994,1460.4
UN059752,2144,1967,2128.4,2834.4,2120.7,1761.5
UN075772,2151,1889.4,984.6,2368.9,1524.3,1412.7
UN091479,2151.7,1900.3,1742.9,2006,2143,1938.9
UN071238,2162.6,2403.1,2924.1,2277.7,2416.6,2074.9
UN087831,2163.7,1418.3,2248.8,2295.4,1555,2146.2
UN081386,2167.9,2092.9,1674.7,2379.6,3006.7,1998.4
UN086303,2168.1,2394.7,2292.5,1933.3,2310,1575.7
UN083006,2169,1888.1,2113.2,2250.4,2091.8,2493.4
UN103539,2169.2,1685.2,1684.6,1867.7,1894.5,2123.6
UN113612,2170.3,2601.9,2158.6,2166.9,2924.5,2630.7
UN081849,2174.2,2357.2,2419.9,2107.8,2516.6,2159.8
UN087162,2183,2501.9,1527.3,2801,2492.1,1155.3
UN074253,2184.6,4394,2045.3,1648.5,3556.8,875
UN100579,2189.6,1789.3,4024.4,2026.3,2125,4651.8
UN064955,2192.7,2414,2319.4,2045.3,2333.7,2326.6
UN093195,2193.1,1199.2,3291.8,1491.4,796.2,4421.6
UN067665,2197.9,2195.8,1953.2,2033.7,2135.4,1240.9
UN067117,2209.3,5018.4,2454.6,1690,2885.8,610.8
UN067291,2210.2,4395.9,2881.2,1243.7,3630.9,1805
UN107485,2210.6,1930.2,2516.2,2135.9,1615.2,2732.8
UN077862,2211,1863.8,1335,3259.4,2528.1,3447.8
UN110864,2220.7,1623.1,3496.3,3101.4,1566.1,6276.7
UN072461,2237.3,8423.1,5020.3,2618.2,11828.1,5020
UN065313,2237.6,2175.2,2893.1,2564.8,3212,2709.5
UN078687,2245.2,1770.6,2160.9,1798.1,2192.7,2427.4
UN073567,2250.1,2821.7,2451.1,2288.7,3545.6,2191.1
UN059989,2253.3,5164.6,2503.7,1286.1,2513.6,793.6
UN098646,2254.2,1838.2,1815.8,2114.5,2223.8,2091.7
UN092228,2256.6,1816.4,2183.3,2051.1,2347,2536.2
UN093448,2270,2543,2556.9,2433.4,3115.4,2908.4
UN008312,2270.9,2410.2,2313.9,2237.3,2905.6,2603.5
UN066065,2271.3,2373.1,2044.2,2332.2,2564.5,2021.3
UN087272,2277.2,1559.2,1015.6,2856.5,3076.5,2914.6
UN075117,2278.3,2292.4,1524.2,4292.2,4049,2313.7
UN068732,2281.4,2080.7,2026.2,2299.3,2821.3,1890.7
UN093580,2284.9,1893.4,1593.4,2268.1,1137,1603.3
UN068172,2287.1,2569.2,3079.6,2376.1,2343.3,2066.3
UN113876,2287.7,1686.7,2148.6,2291.4,1713.8,3016
UN056848,2295.4,3097.9,3305.3,2325.5,2610.4,1985.5
UN070861,2297.4,2322.3,4153.6,2460,1801.6,4446.1
UN074385,2297.8,2371.3,2768,2232.7,1862.4,2472
UN102486,2306.8,1674,2930.7,1608.5,1253.8,3036.7
UN090376,2309,2251.9,1682.1,2653.6,3591.8,3360.2
UN083151,2314.9,3441.7,3392.6,3257,4301.7,2689.7
UN100542,2318.4,2956.1,2206.9,2089.6,2864.5,2212.7
UN080158,2335.3,1958.9,2469.6,2013,1070.9,2016.4
UN066606,2345.2,2604.1,1789.5,2855.8,4233.5,1981
UN090538,2346.5,1876.9,2015.1,2055.4,1712.8,2730.7
UN078781,2354.4,2557.1,1706.2,2509.7,2514.2,1892.5
UN109722,2356.8,1493.5,2198.9,2132,1107.7,2721.2
UN107985,2377.6,1677.1,2105,2904.7,1542.4,3071.1
UN097524,2380.2,1989.4,2136.9,1842.1,1839.3,2269.7
UN065877,2395.8,2557.1,2655.3,2177.1,2692,2398.4
UN063675,2396.7,3106.6,2797.8,2729.4,1930.4,1562.4
UN065231,2410.4,1976.9,3126.2,1725.7,1933.2,2791.9
UN084964,2415.7,3830.4,2636.6,2838.9,4678.4,2911.8
UN089242,2422.1,2008.1,3720.8,2221.8,1235,2020.9
UN051469,2422.5,4088.9,3690.8,1901.5,1886.6,1883.4
UN084371,2422.7,2360.1,2056.6,3227.9,4342,2864.2
UN086867,2428.4,2307.7,1847.7,2693.6,2563.7,1553.2
UN079921,2428.6,2609.4,2298.3,2999.1,2520.9,2101.8
UN079772,2446.8,4081.1,2339,2476.2,1930.4,1567.5
UN070283,2448.8,2375.3,3094,1973.9,2352.3,2182.1
UN072396,2452.3,745,1397.9,2582.2,807.1,1256.5
UN096922,2453.4,2632.8,3258.9,2919.1,3425.4,2498.9
UN090811,2455.4,551.7,2628.1,1968.4,737.9,2710.7
UN088088,2456.7,2541.5,2774,2452.5,2337.4,3055.5
UN064961,2465.7,2379.1,2105.2,2599.5,3551.1,2514.3
UN081864,2469,2085.4,1940.7,2292.8,2627.8,1832.7
UN059213,2469.2,1945.5,2796.2,2408.3,1099.5,2383.8
UN090459,2470.5,1879.1,2013.8,1966.1,2342.9,2195.1
UN090626,2473.3,2627.8,2298.3,2465.4,2810.7,2853.3
UN057014,2477.5,3259.1,1800,7492.8,4593.1,5742.6
UN065148,2479.2,2646.5,2254.1,3464.7,4123.7,3566.2
UN071651,2481.7,3715.4,2934.8,2101.4,3383.3,4105.4
UN105471,2491.5,2857.9,2586.7,2071.3,2762.4,2900.9
