Accession,A_1,A_2,A_3,B_1,B_2,B_3
UN058611,6166.6,3018.5,1304.7,5231.1,7072.5,5108.2
UN059892,6177.9,2075.6,1105.5,587.1,792.2,788.4
UN067291,6203.6,17866.4,3891,6505.2,5520.7,5263.4
UN062321,6213.5,2160.8,37708,1944,5666.3,2796.4
UN083029,6218.8,5003,3419.5,3150.9,5015.5,4357.7
UN083991,6228.7,6094.4,14717.3,1572.1,2090.5,1960.3
UN061312,6236.4,8272.1,1347.9,3030.5,2236.1,3602.1
UN094014,6259.7,5113.4,29716.9,2464.7,3290.1,3177.7
UN074619,6331,12590,2971.4,4388.2,3968.4,5472.9
UN062137,6354.6,2371.7,1268.2,2913.1,4098.4,5457.6
UN051469,6376.5,7678.3,4564.9,7654.4,21448.4,17252.6
UN093347,6384.9,5289.6,4501.8,5080.9,8969.2,4585.6
UN063052,6469.4,3473.2,2075,13512.9,14977.6,11497.2
UN052341,6519,4253.7,3227,2616.4,6905.3,3317.3
UN078371,6526.4,7009,3761.5,10328.3,9269.5,13157.5
UN097582,6541,10897.3,2563,6234.7,8538.9,4194.3
UN068773,6767.3,1755.4,24634,3741.6,7309,5009.5
UN085643,6767.3,7365.6,8266.7,6374.5,6047,5748.8
UN076353,6798,3607.4,1938.8,3161.4,3918.8,3714.3
UN085813,6815.8,10750.3,4209.7,10584.9,14079.7,11774.6
UN089284,6922.7,8388.1,5743.5,7712.8,8503.5,7781.3
UN069240,7004.9,9075.9,2642.7,8991.7,5443.5,10452.2
UN064068,7010.9,5442,3914.2,5626.8,6616,5779
UN075214,7016.2,8546.6,3283.4,4653.6,6830,6404.9
UN068808,7040.7,5321.2,2410.3,11961.5,15029.5,14092.4
UN055487,7047.4,3036.6,2841.9,3573.2,4032.7,3683.1
UN107245,7060.3,8077.5,7074.8,8261.3,13751.8,8845.9
UN089242,7102.1,5030.1,1743,5708.1,5733.8,6277.9
UN107798,7144.4,9428.1,10520.9,14374.8,13367.9,10224.2
UN071548,7192.2,4474.3,2284.1,14320.8,12669.8,17063
UN069183,7209.7,5121.5,4877,6293.7,10049.8,7635.2
UN043084,7226.1,2998.6,1577,6110.7,10569.2,5957.2
UN087067,7237.2,5779.8,2234.3,13402.3,15226,12459.8
UN076778,7242.3,5165.7,20709.8,3900.3,4675.6,4048.9
UN069347,7313.9,2463.9,6058.9,1325.1,1105.9,2325.4
UN058009,7372.8,3075.4,2300.7,4601.8,3528.4,5267.7
UN055196,7372.8,3404.3,2144.7,2782.6,3122.5,3564.1
UN074173,7535.1,5764.5,2516.5,5124.2,5721.8,6174.3
UN063306,7591.7,6840.1,9833.7,1796.5,2100.6,1912
UN066215,7611.3,9779.2,6234.9,7617.8,6135.1,6186.8
UN092158,7612.9,8841.5,5262.1,10601,4981.5,9814
UN079820,7613.1,9520.1,5723.6,9065.7,8628,7069
UN111550,7650.6,4441.8,2267.5,6460,7835.3,8634
UN078781,7658.6,5996.2,4123.4,4506.8,6975.1,3885.3
UN077134,7742.9,6330.1,3446.1,7028.6,5178.5,5714.1
UN084797,7814.1,6570.5,2775.5,7887.4,8762.1,14883.2
UN083568,7871.3,6289.4,4817.2,3602.3,5757.6,3283.3
UN071281,7895.6,6507.1,2914.9,7350.1,7234.1,6296.7
UN102191,7994.6,12476.7,4319.3,9639,11124,10536.3
UN059989,8004.3,3559.7,18372.6,2432.3,5110.1,4901.1
UN097904,8114.9,9388.9,7323.8,11306.9,12238.6,11069.1
UN057514,8155.1,3113.2,6258.1,1243.6,2809.2,1520.4
UN069361,8223.9,29585,1474.1,5405.7,2664.6,4917.9
UN095616,8252.8,12176.1,31028.2,12077.1,8073.7,8791.7
UN077201,8451.9,3438.8,737,1968.4,1987.6,1583.5
UN076071,8566.9,15703.7,2340.6,5148.2,4302.7,4995.5
UN091143,8678.6,16779.6,8107.3,13407.5,17428.2,18550
UN078657,8720.4,6999.3,1045.8,3281.9,2798.2,3641.5
UN069710,8753.7,5018.2,1112.2,3199.7,4300.9,3944.3
UN099543,8919.7,13088.3,2895,9508.2,5719.5,8296.2
UN107445,9289.2,4883.8,1762.9,7617.4,7332.4,8962
UN072931,9370.5,4960,7855,4046.5,6046.1,3579.6
UN063979,9508.1,12994.2,6214.9,14076.5,11541.9,16738.6
UN114355,9515.5,10650.2,7293.9,39599,26385.4,37782.3
UN087784,9569.3,6336.1,19454.9,3502.7,4045.6,4216.3
UN094901,9588,10091.4,4667.8,5541.9,4969.1,6440.9
UN074065,9853.8,2072.7,1039.1,3626.1,5438,2931.5
UN099660,9856.4,11436,8031,7635.4,9368.7,9159.5
UN069112,9860.3,9127.3,4943.4,4897.3,5985.9,4425.2
UN064536,9904.6,5438.1,5919.5,9492.6,12077,9349.3
UN100059,10010.4,11354.7,4966.6,16295.5,16784.3,14600.2
UN078087,10010.6,6595.4,2171.2,8300.4,9348.5,11076.6
UN070540,10173.9,8581.3,2765.5,8364.4,6267,8515.7
UN100844,10184.5,3512.8,2898.3,7703.8,14911.5,10821.4
UN066883,10307.4,8587.8,13923.9,6962.1,4657.7,7520.9
UN071010,10318.4,6767.4,4176.5,5990,7642.4,5994.3
UN082127,10346.1,15724.2,7689,11658,9042.2,8511.1
UN038192,10899.9,5310.3,3539.1,2014.5,3477,1644.6
UN078876,10907.3,16451.8,20573.7,14699.4,13018,14385.6
UN109503,10946.1,10291.8,29982.4,10985,13273.8,11438.1
UN055913,10966.6,6243.1,3276.8,17798.9,18435.3,17061.7
UN100098,11153.9,9347.8,4379,9248.1,12622.5,10633.9
UN075401,11282.5,6995.1,7838.4,7769.6,10578.9,7971.8
UN089219,11517.9,12329.7,5507.8,9457.4,12453.1,11390
UN071238,11529.6,3971,22754.9,5050.2,9592.9,7156.7
UN063675,11574,8416.2,3924.2,22352.5,15895.6,20193.2
UN066829,11614.8,6091.2,10291.8,3275.8,4445.1,4778
UN092864,11718.5,16054.8,23345.9,4276.5,5016.4,6528.4
UN094341,11887.6,27478.4,7430,13776.8,11368.8,14292.5
UN104216,11913,27465.6,13236.6,16111.7,11732.5,20271.4
UN081435,12139.7,14340.7,21430.3,9268.6,12686.4,11566.4
UN084464,12284.1,16923,16978.2,10863.1,11451,10702.5
UN061360,12761.9,27468.1,4983.2,3757,3151.8,3634.8
UN084354,12768.8,10912.4,7619.3,10822.3,12815.4,12207.4
UN073367,12871.1,12042.5,5043,8766.6,10368.1,10780.7
UN094475,13075.5,9989.2,5524.4,10449.6,8772.2,6893.7
UN080250,13211.5,28295.5,7224.2,1819.5,1304.7,2922.2
UN040252,14097.3,10572.7,7426.7,10761.2,15585.2,8408.9
UN063035,14301.2,13424.7,18070.5,9121.3,7802.7,6684.2
UN058300,14343.2,3908.1,2453.4,8139.2,12561.5,6184.6
UN092654,14663.5,13900.7,9807.1,11656.3,18585.5,13408.6
UN055813,14742,4977.8,4916.8,12421.6,7745.3,12249.8
UN081606,14923.3,9473.5,6849.1,8490.3,12341,9815.3
UN094078,15343.6,16743.6,10013,25154,22746.8,21362.5
UN101692,16824.5,18419.1,10577.4,17765.2,18353.5,14895.7
UN074253,18511.7,5878.6,1513.9,4811.5,8115,6085.3
UN072840,18804.2,31386.7,15308.3,45835.8,43317.1,41152.7
UN085681,19495.2,20768.6,17555.9,7877.1,7541.4,9688.2
UN079251,20014.8,21175,9803.8,11225.1,11432.2,9841.2
UN072737,20222.6,34350.3,6354.4,2322.7,2416.1,3474.5
UN059964,20711.7,12408.9,5116,9161.1,10452.6,6270.2
UN077111,20924.1,16218.2,10799.8,4478.4,4039.1,4543.3
UN072588,21478.8,17744.1,4448.7,5661.5,5263.5,4979.1
UN076695,22153.8,13143.3,27532.3,7280.5,9996.5,11734.5
UN064583,22180.8,7655.3,61080.4,5013.4,9512,9832.6
UN100140,23051.7,13200.5,65300.1,7563.4,9242.4,6475.6
UN080013,23770.3,27566.1,27200.3,25233.2,22367.4,14110.8
UN063736,26132.7,12983.5,7081.4,16877.4,13980.1,15868.5
UN062869,29939.9,10156.2,64851.9,2255,3581.2,2910.2
UN072028,39944.8,14799.5,4369.1,8454.8,14609.3,14903.3
